invoice_no,customer_id,country,order_date,n_line_items,total_quantity,order_value
558762,15023,United Kingdom,2011-07-03,12,41,406.18
558763,12841,United Kingdom,2011-07-03,23,160,209.52
558765,17312,United Kingdom,2011-07-03,10,178,145.8
558766,14257,United Kingdom,2011-07-03,7,107,306.33
558767,13833,United Kingdom,2011-07-03,28,118,384.8
558768,15952,United Kingdom,2011-07-03,12,21,95.15
558769,17899,United Kingdom,2011-07-03,29,171,155.8
558770,12748,United Kingdom,2011-07-03,26,60,115.55
558771,17105,United Kingdom,2011-07-03,52,334,346.38
558772,15007,United Kingdom,2011-07-03,12,69,156.91
558773,17781,United Kingdom,2011-07-03,10,26,86.02
558775,18102,United Kingdom,2011-07-04,6,1700,7786.0
558776,18102,United Kingdom,2011-07-04,6,1200,5496.0
558778,17160,United Kingdom,2011-07-04,31,360,471.22
558779,16682,United Kingdom,2011-07-04,4,48,100.8
558812,16265,United Kingdom,2011-07-04,34,346,750.9
558813,12682,France,2011-07-04,15,256,420.36
558814,14049,United Kingdom,2011-07-04,23,135,226.93
558860,17975,United Kingdom,2011-07-04,40,130,249.03
558861,13373,United Kingdom,2011-07-04,56,486,1067.88
558862,13901,United Kingdom,2011-07-04,77,856,1561.09
558863,17243,United Kingdom,2011-07-04,21,130,276.82
558867,17765,United Kingdom,2011-07-04,12,40,109.33
558868,13266,United Kingdom,2011-07-04,16,374,375.22
558870,14145,United Kingdom,2011-07-04,3,228,1128.6
558871,12557,Spain,2011-07-04,15,1506,4146.34
558872,17464,United Kingdom,2011-07-04,9,220,289.96
558873,15290,United Kingdom,2011-07-04,15,270,457.3
558875,13301,United Kingdom,2011-07-04,23,79,135.23
558876,17841,United Kingdom,2011-07-04,49,195,360.82
558877,17841,United Kingdom,2011-07-04,71,212,249.05
558878,16385,United Kingdom,2011-07-04,18,85,126.62
558879,12921,United Kingdom,2011-07-04,18,204,369.56
558880,12921,United Kingdom,2011-07-04,2,8,70.8
558881,12705,Germany,2011-07-04,60,863,998.42
558885,13267,United Kingdom,2011-07-04,12,109,227.95
558886,13267,United Kingdom,2011-07-04,4,22,49.5
558887,18265,United Kingdom,2011-07-04,29,224,488.55
558888,14056,United Kingdom,2011-07-04,83,285,659.08
558891,16861,United Kingdom,2011-07-04,2,24,70.8
558892,17581,United Kingdom,2011-07-04,18,333,298.74
558893,17581,United Kingdom,2011-07-04,5,88,62.6
558894,16344,United Kingdom,2011-07-04,1,18,101.1
558900,15349,United Kingdom,2011-07-04,12,77,107.7
558902,13001,United Kingdom,2011-07-04,25,395,770.07
558906,15555,United Kingdom,2011-07-04,92,557,433.22
558908,13338,United Kingdom,2011-07-05,18,255,437.02
558909,13408,United Kingdom,2011-07-05,8,394,789.66
558910,12989,United Kingdom,2011-07-05,5,576,1141.2
558911,14189,United Kingdom,2011-07-05,18,236,321.46
558912,17024,United Kingdom,2011-07-05,1,25,31.25
558916,16985,United Kingdom,2011-07-05,12,206,663.18
558917,12980,United Kingdom,2011-07-05,1,24,838.8
558918,15646,United Kingdom,2011-07-05,7,24,107.6
558919,15078,United Kingdom,2011-07-05,23,235,455.45
558920,15078,United Kingdom,2011-07-05,5,34,104.34
558921,15078,United Kingdom,2011-07-05,1,10,20.8
558922,16782,United Kingdom,2011-07-05,9,40,157.4
558923,16837,United Kingdom,2011-07-05,4,20,97.0
558924,15785,United Kingdom,2011-07-05,9,245,318.03
558925,15785,United Kingdom,2011-07-05,1,12,17.4
558926,17469,United Kingdom,2011-07-05,23,189,440.71
558927,18177,United Kingdom,2011-07-05,17,181,324.17
558933,16098,United Kingdom,2011-07-05,8,67,289.95
558959,16103,United Kingdom,2011-07-05,8,126,351.14
558963,14235,United Kingdom,2011-07-05,16,622,1088.5
558964,14235,United Kingdom,2011-07-05,9,363,449.81
558970,18232,United Kingdom,2011-07-05,8,107,129.64
558990,13489,United Kingdom,2011-07-05,4,40,51.36
558991,14606,United Kingdom,2011-07-05,36,104,123.73
558992,14223,United Kingdom,2011-07-05,21,261,351.69
558993,16729,United Kingdom,2011-07-05,34,365,504.98
558994,13854,United Kingdom,2011-07-05,5,98,349.54
558995,17671,United Kingdom,2011-07-05,16,213,311.82
558996,13085,United Kingdom,2011-07-05,9,44,137.98
558999,15806,United Kingdom,2011-07-05,7,139,221.52
559000,14099,United Kingdom,2011-07-05,25,104,235.63
559001,18198,United Kingdom,2011-07-05,10,106,300.8
559002,12971,United Kingdom,2011-07-05,2,200,72.0
559004,12428,Finland,2011-07-05,19,224,472.44
559005,13183,United Kingdom,2011-07-05,7,166,302.18
559006,14905,United Kingdom,2011-07-05,8,146,307.6
559009,15549,United Kingdom,2011-07-05,41,262,689.58
559010,14911,EIRE,2011-07-05,6,20,155.6
559011,17049,United Kingdom,2011-07-05,41,291,694.57
559013,13414,United Kingdom,2011-07-05,3,606,467.7
559014,14262,United Kingdom,2011-07-05,15,213,305.5
559015,13098,United Kingdom,2011-07-05,11,143,396.9
559016,14051,United Kingdom,2011-07-05,10,150,672.9
559017,14034,United Kingdom,2011-07-05,23,294,455.17
559018,18203,United Kingdom,2011-07-05,19,43,160.42
559020,14034,United Kingdom,2011-07-05,2,13,18.74
559021,16525,United Kingdom,2011-07-05,6,230,532.94
559023,18142,United Kingdom,2011-07-05,6,984,737.04
559024,16616,United Kingdom,2011-07-05,11,110,210.1
559025,16338,United Kingdom,2011-07-05,11,94,214.8
559026,16146,United Kingdom,2011-07-05,1,60,75.0
559027,17046,United Kingdom,2011-07-05,22,510,642.02
559028,12839,United Kingdom,2011-07-05,19,234,330.6
559029,16316,United Kingdom,2011-07-05,2,24,19.92
559032,17511,United Kingdom,2011-07-05,36,1502,2156.44
559034,13109,United Kingdom,2011-07-05,24,260,369.85
559035,13695,United Kingdom,2011-07-05,6,93,139.68
559036,12637,France,2011-07-05,32,321,662.35
559044,17306,United Kingdom,2011-07-05,2,460,426.2
559045,14352,United Kingdom,2011-07-05,7,114,178.74
559046,14352,United Kingdom,2011-07-05,2,14,54.9
559047,13082,United Kingdom,2011-07-05,7,1342,1278.1
559048,13027,United Kingdom,2011-07-05,4,1920,768.0
559050,13694,United Kingdom,2011-07-05,7,1120,600.72
559056,14645,United Kingdom,2011-07-06,21,303,356.99
559057,13089,United Kingdom,2011-07-06,25,400,561.34
559058,12407,Belgium,2011-07-06,32,516,629.06
559060,15738,United Kingdom,2011-07-06,9,260,302.2
559061,17220,United Kingdom,2011-07-06,40,135,197.24
559062,13253,United Kingdom,2011-07-06,20,948,553.92
559063,17220,United Kingdom,2011-07-06,22,178,173.86
559064,15673,United Kingdom,2011-07-06,14,200,318.66
559068,17841,United Kingdom,2011-07-06,59,85,197.87
559070,13468,United Kingdom,2011-07-06,7,75,110.55
559091,17905,United Kingdom,2011-07-06,5,110,224.84
559092,16829,United Kingdom,2011-07-06,11,99,197.22
559095,13198,United Kingdom,2011-07-06,27,301,431.57
559096,12830,United Kingdom,2011-07-06,3,1036,647.92
559097,17562,United Kingdom,2011-07-06,6,90,109.0
559098,16029,United Kingdom,2011-07-06,3,288,605.76
559106,15889,United Kingdom,2011-07-06,24,64,133.05
559107,15334,United Kingdom,2011-07-06,35,113,124.58
559108,13094,United Kingdom,2011-07-06,3,192,223.68
559109,15021,United Kingdom,2011-07-06,42,82,215.85
559110,14145,United Kingdom,2011-07-06,1,120,594.0
559111,17440,United Kingdom,2011-07-06,2,84,61.8
559112,17315,United Kingdom,2011-07-06,12,99,215.25
559113,13217,United Kingdom,2011-07-06,1,100,85.0
559120,16393,United Kingdom,2011-07-06,43,248,380.45
559121,13599,United Kingdom,2011-07-06,16,313,308.18
559122,15159,United Kingdom,2011-07-06,39,778,521.34
559123,17341,United Kingdom,2011-07-06,20,188,253.26
559124,14621,United Kingdom,2011-07-06,14,128,366.6
559125,13985,United Kingdom,2011-07-06,24,211,437.38
559126,17341,United Kingdom,2011-07-06,1,10,14.5
559127,15971,United Kingdom,2011-07-06,4,145,301.9
559128,17238,United Kingdom,2011-07-06,40,103,193.29
559129,17705,United Kingdom,2011-07-06,9,74,167.5
559130,15189,United Kingdom,2011-07-06,4,244,412.2
559131,18144,United Kingdom,2011-07-06,3,93,202.1
559132,15053,United Kingdom,2011-07-06,20,257,255.95
559133,17861,United Kingdom,2011-07-06,84,582,704.01
559134,12700,France,2011-07-06,59,592,966.62
559135,12455,Spain,2011-07-06,10,102,106.5
559137,17861,United Kingdom,2011-07-06,1,8,5.2
559138,16919,United Kingdom,2011-07-06,27,173,215.74
559139,15061,United Kingdom,2011-07-06,8,515,477.9
559141,15311,United Kingdom,2011-07-06,43,380,683.91
559142,17719,United Kingdom,2011-07-06,12,109,381.17
559143,15581,United Kingdom,2011-07-06,22,24,67.79
559144,12921,United Kingdom,2011-07-06,18,161,312.75
559145,17404,Sweden,2011-07-06,20,3242,2825.1
559146,12921,United Kingdom,2011-07-06,18,244,615.3
559148,12450,Spain,2011-07-06,2,64,96.0
559150,14002,United Kingdom,2011-07-06,14,59,224.79
559151,17389,United Kingdom,2011-07-06,7,60,473.7
559152,14214,United Kingdom,2011-07-06,5,53,76.95
559153,13804,United Kingdom,2011-07-06,18,168,321.14
559154,17045,United Kingdom,2011-07-06,5,34,108.4
559155,13418,United Kingdom,2011-07-06,25,394,221.0
559156,13418,United Kingdom,2011-07-06,4,24,79.62
559157,13999,United Kingdom,2011-07-06,19,167,307.03
559158,17428,United Kingdom,2011-07-06,13,259,345.65
559160,17293,United Kingdom,2011-07-06,15,150,235.82
559164,16422,United Kingdom,2011-07-06,6,406,587.46
559165,12977,United Kingdom,2011-07-06,9,12,39.24
559167,17997,United Kingdom,2011-07-06,15,276,532.21
559168,13263,United Kingdom,2011-07-06,25,76,145.96
559169,16722,United Kingdom,2011-07-06,17,711,311.46
559170,16942,United Kingdom,2011-07-06,24,86,179.35
559171,17651,United Kingdom,2011-07-07,23,195,377.61
559172,17651,United Kingdom,2011-07-07,1,12,65.4
559173,12540,Spain,2011-07-07,24,214,360.62
559174,18263,United Kingdom,2011-07-07,30,720,503.8
559185,15512,United Kingdom,2011-07-07,1,12,19.8
559187,12507,Spain,2011-07-07,1,11,46.75
559199,15288,United Kingdom,2011-07-07,10,148,382.36
559200,13291,United Kingdom,2011-07-07,41,233,361.11
559201,14217,United Kingdom,2011-07-07,6,23,95.75
559202,13583,United Kingdom,2011-07-07,53,725,781.03
559203,17723,United Kingdom,2011-07-07,1,200,830.0
559204,13798,United Kingdom,2011-07-07,6,540,909.24
559205,18073,United Kingdom,2011-07-07,4,252,246.36
559206,18073,United Kingdom,2011-07-07,3,109,128.16
559237,15267,United Kingdom,2011-07-07,2,216,372.0
559254,16814,United Kingdom,2011-07-07,17,154,300.03
559255,13027,United Kingdom,2011-07-07,2,1920,768.0
559256,15249,United Kingdom,2011-07-07,37,456,819.0
559289,15719,United Kingdom,2011-07-07,68,255,433.25
559293,16743,United Kingdom,2011-07-07,13,15,28.88
559295,12362,Belgium,2011-07-07,18,142,273.76
559297,16743,United Kingdom,2011-07-07,40,416,428.49
559298,12471,Germany,2011-07-07,21,292,631.64
559299,16929,United Kingdom,2011-07-07,15,200,229.14
559300,12471,Germany,2011-07-07,12,148,208.62
559301,13842,United Kingdom,2011-07-07,20,164,336.8
559302,14527,United Kingdom,2011-07-07,18,28,117.8
559305,17892,United Kingdom,2011-07-07,26,69,142.1
559306,18236,United Kingdom,2011-07-07,9,82,171.45
559307,15356,United Kingdom,2011-07-07,45,272,370.15
559308,13158,United Kingdom,2011-07-07,20,194,306.42
559310,15505,United Kingdom,2011-07-07,26,630,944.16
559311,14459,United Kingdom,2011-07-07,37,760,1837.92
559312,14180,United Kingdom,2011-07-07,6,12,97.5
559313,16325,United Kingdom,2011-07-07,8,58,225.2
559315,13456,United Kingdom,2011-07-07,3,101,430.0
559316,12647,Germany,2011-07-07,15,142,258.6
559317,17611,United Kingdom,2011-07-07,52,137,285.83
559318,18013,United Kingdom,2011-07-07,30,261,177.21
559319,18013,United Kingdom,2011-07-07,1,24,10.08
559320,13208,United Kingdom,2011-07-07,18,88,134.86
559321,17069,United Kingdom,2011-07-07,24,245,422.72
559322,15769,United Kingdom,2011-07-07,7,1372,2609.0
559323,12971,United Kingdom,2011-07-07,5,128,203.6
559324,12971,United Kingdom,2011-07-07,2,148,158.4
559325,17560,United Kingdom,2011-07-07,6,164,219.78
559326,13835,United Kingdom,2011-07-07,13,134,208.89
559327,13681,United Kingdom,2011-07-07,13,96,203.46
559328,13743,United Kingdom,2011-07-07,7,360,275.76
559329,15241,United Kingdom,2011-07-07,12,318,205.1
559330,17696,United Kingdom,2011-07-07,29,303,400.1
559331,16156,United Kingdom,2011-07-07,19,214,349.92
559332,14021,United Kingdom,2011-07-07,4,40,130.2
559333,16112,United Kingdom,2011-07-07,2,192,23.04
559336,17315,United Kingdom,2011-07-07,10,116,113.96
559339,13752,United Kingdom,2011-07-07,2,84,90.6
559340,13699,United Kingdom,2011-07-07,14,66,308.58
559341,15144,United Kingdom,2011-07-07,11,214,443.2
559342,14493,United Kingdom,2011-07-07,29,327,611.22
559343,17961,United Kingdom,2011-07-07,1,1,4.25
559346,13486,United Kingdom,2011-07-07,15,140,202.16
559349,15150,United Kingdom,2011-07-07,20,184,292.82
559350,16842,United Kingdom,2011-07-07,16,179,346.38
559352,17837,United Kingdom,2011-07-07,8,27,126.45
559353,13302,United Kingdom,2011-07-07,1,5,63.75
559354,16012,United Kingdom,2011-07-07,24,219,365.05
559355,17007,United Kingdom,2011-07-07,7,59,112.71
559356,15416,United Kingdom,2011-07-07,44,390,869.9
559357,17107,United Kingdom,2011-07-07,64,581,2215.25
559358,15675,United Kingdom,2011-07-07,13,449,180.39
559359,14702,United Kingdom,2011-07-07,13,92,109.9
559360,14657,United Kingdom,2011-07-07,17,68,114.54
559361,17312,United Kingdom,2011-07-07,3,98,253.7
559362,12635,Germany,2011-07-08,39,396,629.64
559363,16091,United Kingdom,2011-07-08,8,71,157.81
559364,17735,United Kingdom,2011-07-08,34,412,761.92
559366,13102,United Kingdom,2011-07-08,19,196,413.96
559367,13013,United Kingdom,2011-07-08,17,140,303.14
559368,17031,United Kingdom,2011-07-08,13,125,225.95
559369,14388,United Kingdom,2011-07-08,16,185,326.77
559370,17042,United Kingdom,2011-07-08,15,223,185.51
559371,14264,United Kingdom,2011-07-08,12,52,218.27
559372,12461,Switzerland,2011-07-08,34,282,626.88
559401,15039,United Kingdom,2011-07-08,27,95,185.81
559418,12681,France,2011-07-08,35,322,525.26
559419,16029,United Kingdom,2011-07-08,2,224,438.0
559420,17663,United Kingdom,2011-07-08,10,80,225.72
559421,12648,Germany,2011-07-08,20,159,300.05
559422,12553,France,2011-07-08,15,135,248.75
559424,18121,United Kingdom,2011-07-08,28,433,649.85
559436,15901,United Kingdom,2011-07-08,24,209,110.49
559441,12583,France,2011-07-08,13,198,293.24
559455,13018,United Kingdom,2011-07-08,21,264,251.9
559456,13018,United Kingdom,2011-07-08,1,12,17.4
559457,14918,United Kingdom,2011-07-08,20,312,765.42
559458,14104,United Kingdom,2011-07-08,2,2,104.95
559459,15311,United Kingdom,2011-07-08,16,270,454.28
559460,13862,United Kingdom,2011-07-08,16,234,300.86
559462,16523,United Kingdom,2011-07-08,7,139,314.85
559463,17965,United Kingdom,2011-07-08,3,5,28.35
559464,15157,United Kingdom,2011-07-08,35,832,419.91
559465,14680,United Kingdom,2011-07-08,24,1568,3609.8
559466,15679,United Kingdom,2011-07-08,9,186,82.04
559469,15182,United Kingdom,2011-07-08,13,109,252.37
559471,17512,United Kingdom,2011-07-08,13,290,238.9
559472,18037,United Kingdom,2011-07-08,2,2,9.2
559477,14315,United Kingdom,2011-07-08,11,85,305.75
559504,15920,United Kingdom,2011-07-08,10,19,33.75
559505,16398,United Kingdom,2011-07-08,19,255,535.85
559507,15920,United Kingdom,2011-07-08,31,55,98.06
559508,12748,United Kingdom,2011-07-08,13,30,103.97
559509,15920,United Kingdom,2011-07-08,17,20,31.74
559510,14961,United Kingdom,2011-07-08,34,456,727.32
559512,14188,United Kingdom,2011-07-08,11,185,329.46
559513,14534,United Kingdom,2011-07-08,37,178,243.22
559516,14708,United Kingdom,2011-07-08,2,60,282.12
559519,17353,United Kingdom,2011-07-08,4,600,870.0
559523,13955,United Kingdom,2011-07-08,22,44,117.86
559524,16866,United Kingdom,2011-07-10,1,12,45.0
559525,16923,United Kingdom,2011-07-10,32,214,391.52
559526,15756,United Kingdom,2011-07-10,48,61,115.72
559527,17787,United Kingdom,2011-07-10,15,67,149.02
559528,13064,United Kingdom,2011-07-10,27,224,455.95
559529,14808,United Kingdom,2011-07-10,28,251,430.05
559532,14808,United Kingdom,2011-07-10,5,29,13.01
559535,17841,United Kingdom,2011-07-10,74,134,239.52
559536,16283,United Kingdom,2011-07-10,30,233,196.86
559537,14472,United Kingdom,2011-07-10,11,87,115.45
559538,16880,United Kingdom,2011-07-10,40,135,269.49
559539,18024,United Kingdom,2011-07-10,20,148,337.58
559541,18024,United Kingdom,2011-07-10,1,36,52.2
559542,17126,United Kingdom,2011-07-10,78,446,412.62
559543,17126,United Kingdom,2011-07-10,26,34,38.98
559544,17126,United Kingdom,2011-07-10,29,40,37.88
559545,15467,United Kingdom,2011-07-10,29,181,288.42
559546,14163,United Kingdom,2011-07-10,17,308,909.6
559547,17758,United Kingdom,2011-07-10,66,242,381.37
559548,17997,United Kingdom,2011-07-10,27,795,297.65
559549,13230,United Kingdom,2011-07-10,65,318,280.7
559550,17757,United Kingdom,2011-07-10,23,64,150.75
559551,16877,United Kingdom,2011-07-10,24,69,111.23
559552,16014,United Kingdom,2011-07-10,71,123,267.0
559553,16174,United Kingdom,2011-07-11,18,175,322.15
559554,14258,United Kingdom,2011-07-11,20,782,1778.5
559555,13678,United Kingdom,2011-07-11,16,924,232.6
559556,16156,United Kingdom,2011-07-11,1,12,34.68
559557,17444,Canada,2011-07-11,77,1026,1217.64
559605,15045,United Kingdom,2011-07-11,8,76,346.76
559606,14606,United Kingdom,2011-07-11,23,68,114.11
559607,12681,France,2011-07-11,26,236,442.48
559609,13754,United Kingdom,2011-07-11,4,132,126.6
559629,14690,United Kingdom,2011-07-11,28,85,216.71
559636,13058,United Kingdom,2011-07-11,3,9,47.55
559637,17381,United Kingdom,2011-07-11,5,1712,1236.48
559638,17381,United Kingdom,2011-07-11,3,264,251.68
559639,13767,United Kingdom,2011-07-11,15,180,457.26
559640,15812,United Kingdom,2011-07-11,5,142,533.02
559641,13184,United Kingdom,2011-07-11,37,376,365.02
559652,17164,United Kingdom,2011-07-11,20,200,327.2
559653,14552,United Kingdom,2011-07-11,57,91,165.07
559654,13098,United Kingdom,2011-07-11,21,358,865.62
559656,13675,United Kingdom,2011-07-11,10,126,178.38
559657,16701,United Kingdom,2011-07-11,2,44,21.96
559658,13003,United Kingdom,2011-07-11,1,24,30.0
559660,16701,United Kingdom,2011-07-11,28,1352,1080.65
559661,18061,United Kingdom,2011-07-11,5,42,213.7
559662,16572,United Kingdom,2011-07-11,17,154,299.7
559665,12556,Spain,2011-07-11,60,166,312.9
559668,13394,United Kingdom,2011-07-11,19,406,301.26
559669,16332,United Kingdom,2011-07-11,19,157,307.97
559671,17811,United Kingdom,2011-07-11,21,55,114.95
559672,14796,United Kingdom,2011-07-11,68,485,548.84
559673,13224,United Kingdom,2011-07-11,42,665,1212.26
559674,15856,United Kingdom,2011-07-11,33,244,350.44
559676,17340,United Kingdom,2011-07-11,46,462,1180.12
559677,17340,United Kingdom,2011-07-11,1,4,15.0
559678,16033,United Kingdom,2011-07-11,29,66,214.25
559679,15265,United Kingdom,2011-07-11,40,372,793.88
559680,12717,Greece,2011-07-11,23,242,321.24
559682,17337,United Kingdom,2011-07-11,2,25,32.95
559684,14367,United Kingdom,2011-07-11,14,138,373.4
559685,12599,France,2011-07-11,4,48,60.6
559686,17966,United Kingdom,2011-07-11,38,119,141.98
559687,17966,United Kingdom,2011-07-11,11,377,168.95
559688,12748,United Kingdom,2011-07-11,1,4,5.8
559690,16422,United Kingdom,2011-07-11,7,430,850.46
559691,13089,United Kingdom,2011-07-11,34,498,795.56
559696,15577,United Kingdom,2011-07-11,16,53,156.85
559697,15577,United Kingdom,2011-07-11,19,29,72.38
559698,17589,United Kingdom,2011-07-11,55,489,631.65
559699,12682,France,2011-07-12,10,76,174.8
559700,17450,United Kingdom,2011-07-12,5,646,1752.06
559701,16013,United Kingdom,2011-07-12,1,512,1305.6
559702,16013,United Kingdom,2011-07-12,3,152,696.72
559703,16989,United Kingdom,2011-07-12,7,1066,857.7
559704,12669,France,2011-07-12,30,262,399.43
559706,16609,United Kingdom,2011-07-12,21,240,347.29
559707,12358,Austria,2011-07-12,11,98,404.86
559708,13549,United Kingdom,2011-07-12,8,57,116.55
559709,16656,United Kingdom,2011-07-12,7,1024,884.4
559710,12474,Germany,2011-07-12,10,124,173.6
559711,13590,United Kingdom,2011-07-12,12,89,204.35
559715,14132,United Kingdom,2011-07-12,13,406,304.5
559733,16145,United Kingdom,2011-07-12,20,318,309.07
559745,17790,United Kingdom,2011-07-12,11,47,113.07
559746,16515,United Kingdom,2011-07-12,18,241,365.28
559751,14688,United Kingdom,2011-07-12,12,146,207.41
559768,13207,United Kingdom,2011-07-12,5,72,197.52
559774,18122,United Kingdom,2011-07-12,23,69,119.19
559782,12722,France,2011-07-12,19,156,302.92
559783,13069,United Kingdom,2011-07-12,16,432,302.04
559784,16839,United Kingdom,2011-07-12,9,312,834.52
559790,14548,United Kingdom,2011-07-12,2,128,326.4
559791,17675,United Kingdom,2011-07-12,18,170,527.3
559793,17949,United Kingdom,2011-07-12,1,23,24.38
559794,16700,United Kingdom,2011-07-12,30,405,446.08
559795,17268,United Kingdom,2011-07-12,2,28,35.0
559797,12720,Germany,2011-07-12,20,252,267.04
559798,12720,Germany,2011-07-12,6,192,100.32
559804,17405,United Kingdom,2011-07-12,41,334,393.31
559806,13311,United Kingdom,2011-07-12,24,271,490.11
559807,17841,United Kingdom,2011-07-12,87,236,501.37
559809,16409,United Kingdom,2011-07-12,41,142,235.71
559810,16168,United Kingdom,2011-07-12,6,203,243.65
559811,13269,United Kingdom,2011-07-12,15,146,305.1
559812,15051,United Kingdom,2011-07-12,34,351,377.74
559813,18272,United Kingdom,2011-07-12,37,392,753.66
559814,15544,United Kingdom,2011-07-12,25,238,370.16
559815,15251,United Kingdom,2011-07-12,5,752,757.6
559818,13408,United Kingdom,2011-07-12,7,386,515.3
559819,12682,France,2011-07-12,9,116,238.7
559821,16365,United Kingdom,2011-07-12,14,25,131.45
559822,16365,United Kingdom,2011-07-12,1,1,12.75
559823,12919,United Kingdom,2011-07-12,2,32,52.8
559824,17576,United Kingdom,2011-07-12,31,164,263.38
559826,13420,United Kingdom,2011-07-13,4,27,104.05
559827,15189,United Kingdom,2011-07-13,6,277,431.8
559828,16998,United Kingdom,2011-07-13,1,2,7.9
559831,14709,United Kingdom,2011-07-13,18,240,416.9
559834,12576,Poland,2011-07-13,16,148,239.2
559836,13911,United Kingdom,2011-07-13,30,294,516.12
559861,15895,United Kingdom,2011-07-13,11,94,179.17
559862,12782,Portugal,2011-07-13,20,350,403.72
559863,15039,United Kingdom,2011-07-13,30,173,352.94
559864,14916,United Kingdom,2011-07-13,27,361,406.23
559865,14409,United Kingdom,2011-07-13,25,639,1086.83
559866,15795,United Kingdom,2011-07-13,42,581,610.01
559872,16816,United Kingdom,2011-07-13,5,60,47.24
559876,15752,United Kingdom,2011-07-13,56,210,243.25
559877,15561,United Kingdom,2011-07-13,8,42,178.82
559878,15493,United Kingdom,2011-07-13,49,101,367.5
559879,15561,United Kingdom,2011-07-13,1,2,5.1
559881,16899,United Kingdom,2011-07-13,27,86,162.63
559883,14397,United Kingdom,2011-07-13,4,82,56.18
559884,16843,United Kingdom,2011-07-13,32,800,535.52
559885,16843,United Kingdom,2011-07-13,3,60,69.72
559886,13669,United Kingdom,2011-07-13,3,13,48.15
559887,13263,United Kingdom,2011-07-13,53,99,163.53
559888,16450,United Kingdom,2011-07-13,11,200,311.92
559889,12678,France,2011-07-13,9,666,770.46
559890,12464,Belgium,2011-07-13,1,12,30.6
559893,14498,United Kingdom,2011-07-13,46,284,608.46
559894,14159,United Kingdom,2011-07-13,122,419,419.48
559895,14110,United Kingdom,2011-07-13,9,134,317.4
559896,15530,United Kingdom,2011-07-13,16,49,177.85
559897,16779,United Kingdom,2011-07-13,19,334,660.01
559898,16225,United Kingdom,2011-07-13,56,198,353.08
559899,12528,Germany,2011-07-13,11,91,227.71
559900,13089,United Kingdom,2011-07-13,5,132,214.2
559901,18121,United Kingdom,2011-07-13,2,17,23.25
559902,14502,United Kingdom,2011-07-13,46,97,105.78
559903,12935,United Kingdom,2011-07-13,20,318,353.09
559904,13149,United Kingdom,2011-07-13,30,282,506.16
559905,15311,United Kingdom,2011-07-13,8,113,152.81
559906,18219,United Kingdom,2011-07-13,11,75,185.85
559907,12766,Portugal,2011-07-13,40,625,936.48
559909,18245,United Kingdom,2011-07-13,26,291,330.92
559910,18245,United Kingdom,2011-07-13,2,14,35.6
559911,13777,United Kingdom,2011-07-13,9,104,270.9
559912,14221,United Kingdom,2011-07-13,22,244,357.78
559913,14221,United Kingdom,2011-07-13,2,12,17.4
559916,14201,United Kingdom,2011-07-13,4,58,110.14
559918,18225,United Kingdom,2011-07-13,28,301,488.4
559919,12415,Australia,2011-07-13,22,4308,2735.16
559920,12415,Australia,2011-07-13,1,24,61.2
559921,13667,United Kingdom,2011-07-13,82,154,305.02
559922,14400,United Kingdom,2011-07-13,25,454,574.7
559925,17644,United Kingdom,2011-07-13,9,135,316.85
559926,17644,United Kingdom,2011-07-13,2,24,39.6
559927,17567,United Kingdom,2011-07-13,7,364,461.08
559928,12405,Finland,2011-07-14,53,849,1390.39
559929,14265,Unspecified,2011-07-14,15,271,252.05
559930,17738,United Kingdom,2011-07-14,25,330,585.62
559931,17738,United Kingdom,2011-07-14,11,89,205.95
559932,17389,United Kingdom,2011-07-14,5,54,561.9
559933,16719,United Kingdom,2011-07-14,32,186,308.2
559934,13012,United Kingdom,2011-07-14,16,198,304.92
559935,15125,United Kingdom,2011-07-14,3,176,315.12
559936,15125,United Kingdom,2011-07-14,1,48,49.92
559937,13577,United Kingdom,2011-07-14,26,206,465.35
559938,17315,United Kingdom,2011-07-14,13,35,112.81
559940,17396,United Kingdom,2011-07-14,5,262,791.7
559941,17396,United Kingdom,2011-07-14,3,400,1960.8
559942,17396,United Kingdom,2011-07-14,3,258,1037.1
559944,17396,United Kingdom,2011-07-14,3,78,596.7
559948,12653,Israel,2011-07-14,27,633,1430.75
559951,14847,United Kingdom,2011-07-14,13,120,309.4
559979,14862,United Kingdom,2011-07-14,21,430,304.1
559980,17314,United Kingdom,2011-07-14,8,129,202.87
559981,14562,United Kingdom,2011-07-14,31,246,603.54
559982,12915,United Kingdom,2011-07-14,9,52,164.0
559984,16657,United Kingdom,2011-07-14,56,205,203.56
559985,16488,United Kingdom,2011-07-14,11,170,219.06
559986,15256,United Kingdom,2011-07-14,6,55,98.45
559987,12619,Germany,2011-07-14,14,776,598.0
559988,15402,United Kingdom,2011-07-14,13,262,185.36
559989,13319,United Kingdom,2011-07-14,24,177,521.49
559990,13319,United Kingdom,2011-07-14,5,46,87.3
559991,14527,United Kingdom,2011-07-14,20,27,139.95
559993,14716,United Kingdom,2011-07-14,19,355,188.56
560010,13178,United Kingdom,2011-07-14,19,276,285.0
560018,15987,United Kingdom,2011-07-14,52,183,287.29
560024,15005,United Kingdom,2011-07-14,40,169,244.87
560025,18283,United Kingdom,2011-07-14,54,100,140.69
560026,16928,United Kingdom,2011-07-14,11,93,119.05
560032,18283,United Kingdom,2011-07-14,1,2,2.5
